,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
50,Carlos Moya,,,,,,,,2005,return,142.1,31.2%,48.1%,23.6%,39.2%
1,Ivo Karlovic,302.1,62.0%,82.2%,51.8%,90.4%,21.1,5.4,2004,serve,,,,,
2,Andy Roddick,300.6,63.0%,80.5%,55.9%,90.9%,12.6,2.3,2004,serve,,,,,
3,Joachim Johansson,300.5,63.2%,80.5%,53.8%,91.9%,15.8,4.7,2004,serve,,,,,
4,Roger Federer,294.5,61.6%,78.2%,57.6%,91.6%,7.6,2.1,2004,serve,,,,,
5,Max Mirnyi,286.5,64.6%,76.6%,51.3%,86.7%,11.1,3.8,2004,serve,,,,,
6,Ivan Ljubicic,285.9,60.1%,76.9%,53.9%,85.9%,11.4,2.3,2004,serve,,,,,
7,Andre Agassi,285.2,60.2%,76.2%,56.0%,88.1%,7.0,2.3,2004,serve,,,,,
8,Greg Rusedski,284.4,60.1%,78.1%,53.7%,86.9%,11.2,5.6,2004,serve,,,,,
9,Martin Verkerk,283.3,61.4%,76.9%,51.1%,85.4%,12.9,4.4,2004,serve,,,,,
10,Wayne Arthurs,283.1,56.3%,78.4%,52.4%,86.7%,14.8,5.5,2004,serve,,,,,
11,Michael Llodra,282.9,64.6%,74.7%,53.6%,86.1%,6.2,2.3,2004,serve,,,,,
12,Marat Safin,281.3,56.0%,76.4%,55.3%,85.9%,9.8,2.1,2004,serve,,,,,
13,Mario Ancic,278.4,61.9%,74.5%,52.8%,82.9%,9.5,3.2,2004,serve,,,,,
14,Carlos Moya,277.6,56.5%,76.3%,55.0%,85.3%,7.2,2.7,2004,serve,,,,,
15,Feliciano Lopez,276.4,56.8%,76.6%,51.9%,84.7%,10.0,3.6,2004,serve,,,,,
16,Cyril Saulnier,274.4,55.3%,75.3%,54.3%,84.0%,8.6,3.1,2004,serve,,,,,
17,Mardy Fish,273.9,55.0%,76.9%,50.9%,84.1%,11.1,4.1,2004,serve,,,,,
18,Andrei Pavel,273.2,64.3%,71.1%,52.2%,81.7%,5.7,1.8,2004,serve,,,,,
19,Tim Henman,273.1,59.2%,74.2%,54.2%,83.5%,6.1,4.1,2004,serve,,,,,
20,Raemon Sluiter,273.1,60.2%,75.5%,50.4%,81.4%,8.4,2.8,2004,serve,,,,,
21,Fernando Verdasco,273.0,65.6%,69.7%,54.5%,81.6%,4.8,3.2,2004,serve,,,,,
22,Juan Carlos Ferrero,272.7,62.6%,70.5%,54.4%,82.0%,5.8,2.6,2004,serve,,,,,
23,Sjeng Schalken,272.3,73.9%,66.2%,54.2%,77.3%,2.5,1.8,2004,serve,,,,,
24,Thomas Johansson,272.0,55.2%,76.5%,51.6%,81.5%,9.3,2.1,2004,serve,,,,,
25,Gregory Carraz,271.5,61.9%,75.7%,47.0%,82.9%,10.1,6.1,2004,serve,,,,,
26,Dominik Hrbaty,270.9,64.0%,71.5%,53.1%,80.7%,4.5,2.9,2004,serve,,,,,
27,Antony Dupuis,270.7,59.4%,73.4%,51.9%,80.9%,7.5,2.4,2004,serve,,,,,
28,Victor Hanescu,270.3,67.1%,69.1%,50.1%,79.8%,6.5,2.3,2004,serve,,,,,
29,Robin Soderling,269.9,61.2%,73.0%,50.3%,81.1%,7.0,2.7,2004,serve,,,,,
30,Jan-Michael Gambill,269.3,58.7%,76.2%,46.4%,79.4%,11.7,3.1,2004,serve,,,,,
31,Kenneth Carlsen,269.0,60.9%,73.5%,49.9%,80.3%,7.5,3.1,2004,serve,,,,,
32,Sebastien Grosjean,268.9,51.6%,76.7%,53.0%,82.8%,6.8,2.0,2004,serve,,,,,
33,Luis Horna,268.5,67.2%,70.1%,49.7%,79.5%,4.5,2.5,2004,serve,,,,,
34,Tommy Haas,268.3,57.8%,74.6%,51.5%,82.1%,5.7,3.4,2004,serve,,,,,
35,Lleyton Hewitt,268.0,54.5%,75.2%,53.4%,82.3%,6.2,3.6,2004,serve,,,,,
36,Paradorn Srichaphan,267.5,59.6%,72.9%,51.1%,80.7%,6.2,3.0,2004,serve,,,,,
37,Fernando Gonzalez,267.3,59.8%,74.3%,50.4%,80.5%,6.1,3.8,2004,serve,,,,,
38,Rafael Nadal,266.6,69.9%,66.6%,53.9%,76.9%,1.3,2.0,2004,serve,,,,,
39,Radek Stepanek,265.8,62.1%,73.1%,48.2%,79.7%,6.3,3.6,2004,serve,,,,,
40,Guillermo Coria,265.7,67.4%,68.8%,51.7%,78.0%,2.5,2.7,2004,serve,,,,,
41,Jiri Novak,265.3,64.3%,70.6%,49.5%,78.3%,4.4,1.8,2004,serve,,,,,
42,Mariano Zabaleta,265.3,61.8%,70.4%,53.1%,79.1%,3.8,2.9,2004,serve,,,,,
43,Guillermo Canas,265.1,58.9%,72.1%,53.0%,79.7%,4.8,3.4,2004,serve,,,,,
44,Agustin Calleri,265.0,56.5%,73.8%,50.3%,80.2%,7.5,3.3,2004,serve,,,,,
45,Hicham Arazi,263.6,62.2%,68.2%,52.5%,78.3%,4.3,1.9,2004,serve,,,,,
46,Gustavo Kuerten,263.6,55.4%,73.6%,50.2%,79.0%,8.2,2.8,2004,serve,,,,,
47,Nicolas Kiefer,262.6,54.6%,77.2%,47.9%,79.4%,7.3,3.8,2004,serve,,,,,
48,Nikolay Davydenko,262.3,66.5%,69.1%,49.1%,77.0%,3.3,2.7,2004,serve,,,,,
49,Tommy Robredo,262.1,60.0%,71.1%,50.8%,79.0%,4.3,3.1,2004,serve,,,,,
50,Florian Mayer,261.5,60.8%,69.2%,52.2%,77.3%,4.6,2.6,2004,serve,,,,,
1,Filippo Volandri,,,,,,,,2004,return,180.7,34.5%,55.6%,37.5%,53.1%
2,Juan Ignacio Chela,,,,,,,,2004,return,167.5,35.2%,52.8%,32.4%,47.1%
3,Guillermo Coria,,,,,,,,2004,return,166.5,32.8%,53.9%,32.8%,47.0%
4,David Nalbandian,,,,,,,,2004,return,165.4,32.2%,56.7%,32.2%,44.3%
5,Flavio Saretta,,,,,,,,2004,return,164.5,34.1%,50.1%,30.1%,50.2%
6,Gaston Gaudio,,,,,,,,2004,return,162.8,33.6%,53.4%,31.8%,44.0%
7,Lleyton Hewitt,,,,,,,,2004,return,161.8,34.2%,53.3%,31.6%,42.7%
8,Jiri Novak,,,,,,,,2004,return,161.8,32.6%,53.5%,29.9%,45.8%
9,Guillermo Canas,,,,,,,,2004,return,160.2,33.3%,52.2%,29.4%,45.3%
10,Nicolas Massu,,,,,,,,2004,return,159.7,33.0%,53.7%,30.3%,42.7%
11,Rafael Nadal,,,,,,,,2004,return,159.7,32.7%,53.4%,30.2%,43.4%
12,David Ferrer,,,,,,,,2004,return,158.9,33.7%,52.4%,29.4%,43.4%
13,Roger Federer,,,,,,,,2004,return,158.3,34.8%,51.7%,30.5%,41.3%
14,Sebastien Grosjean,,,,,,,,2004,return,157.4,32.3%,53.6%,29.3%,42.2%
15,Olivier Rochus,,,,,,,,2004,return,155.2,29.2%,52.6%,26.1%,47.3%
16,Xavier Malisse,,,,,,,,2004,return,154.0,32.0%,51.7%,26.9%,43.4%
17,Felix Mantilla,,,,,,,,2004,return,153.3,33.1%,52.7%,29.5%,38.0%
18,Gael Monfils,,,,,,,,2004,return,152.2,30.1%,51.9%,22.2%,48.0%
19,Nikolay Davydenko,,,,,,,,2004,return,151.8,31.9%,51.6%,26.9%,41.4%
20,Andre Agassi,,,,,,,,2004,return,151.7,28.6%,54.5%,26.2%,42.4%
21,Gustavo Kuerten,,,,,,,,2004,return,151.3,29.9%,51.3%,26.2%,43.9%
22,Tim Henman,,,,,,,,2004,return,150.8,31.9%,49.7%,26.0%,43.2%
23,Dominik Hrbaty,,,,,,,,2004,return,150.3,29.0%,52.5%,25.7%,43.1%
24,Vincent Spadea,,,,,,,,2004,return,149.4,30.3%,53.2%,25.0%,40.9%
25,Taylor Dent,,,,,,,,2004,return,148.5,31.4%,48.8%,24.8%,43.5%
26,Novak Djokovic,,,,,,,,2004,return,148.5,38.4%,46.2%,29.1%,34.8%
27,Jurgen Melzer,,,,,,,,2004,return,148.5,30.1%,51.0%,24.6%,42.8%
28,Stefan Koubek,,,,,,,,2004,return,148.2,29.8%,51.6%,24.1%,42.7%
29,David Sanchez,,,,,,,,2004,return,147.7,30.1%,52.2%,24.9%,40.5%
30,Mikhail Youzhny,,,,,,,,2004,return,147.4,30.2%,51.4%,24.6%,41.2%
31,Tommy Haas,,,,,,,,2004,return,147.1,30.4%,49.4%,24.1%,43.2%
32,Fabrice Santoro,,,,,,,,2004,return,146.7,30.6%,53.0%,24.3%,38.8%
33,Albert Costa,,,,,,,,2004,return,146.5,28.6%,52.6%,24.8%,40.5%
34,Mariano Zabaleta,,,,,,,,2004,return,146.3,31.5%,50.0%,25.6%,39.2%
35,Jarkko Nieminen,,,,,,,,2004,return,146.1,30.0%,52.3%,24.5%,39.3%
36,Sjeng Schalken,,,,,,,,2004,return,145.0,29.3%,50.8%,24.5%,40.4%
37,Nicolas Kiefer,,,,,,,,2004,return,144.6,30.2%,50.9%,24.1%,39.4%
38,Florian Mayer,,,,,,,,2004,return,144.6,28.8%,50.4%,24.2%,41.2%
39,Alberto Martin,,,,,,,,2004,return,144.5,29.5%,50.3%,23.3%,41.4%
40,Michael Llodra,,,,,,,,2004,return,144.4,29.5%,51.0%,23.4%,40.5%
41,Karol Beck,,,,,,,,2004,return,144.3,29.4%,51.0%,21.5%,42.4%
42,Carlos Moya,,,,,,,,2004,return,143.9,30.8%,50.0%,24.0%,39.1%
43,Robby Ginepri,,,,,,,,2004,return,143.3,28.4%,51.3%,23.4%,40.2%
44,Mario Ancic,,,,,,,,2004,return,143.1,30.1%,49.6%,22.8%,40.6%
45,Tommy Robredo,,,,,,,,2004,return,142.7,30.7%,50.1%,24.1%,37.8%
46,Andy Roddick,,,,,,,,2004,return,142.6,29.3%,50.4%,22.5%,40.4%
47,Robin Soderling,,,,,,,,2004,return,142.3,27.9%,51.1%,21.6%,41.7%
48,Igor Andreev,,,,,,,,2004,return,142.2,30.5%,47.3%,22.1%,42.3%
49,Rainer Schuettler,,,,,,,,2004,return,141.4,30.3%,49.9%,23.5%,37.7%
50,Sargis Sargsian,,,,,,,,2004,return,141.3,31.1%,48.7%,21.9%,39.6%
1,Andy Roddick,300.0,61.7%,80.1%,57.9%,91.4%,11.1,2.2,2003,serve,,,,,
2,Max Mirnyi,287.0,63.7%,77.0%,53.3%,87.3%,9.0,3.3,2003,serve,,,,,
3,Wayne Arthurs,285.3,57.1%,79.6%,53.5%,85.4%,14.3,4.6,2003,serve,,,,,
4,Younes El Aynaoui,284.8,66.2%,74.8%,50.3%,85.9%,10.4,2.8,2003,serve,,,,,
5,Roger Federer,284.4,59.4%,77.0%,55.9%,87.3%,7.8,3.0,2003,serve,,,,,
6,Ivan Ljubicic,282.1,55.7%,78.5%,52.4%,85.8%,13.0,3.3,2003,serve,,,,,
7,Mark Philippoussis,281.8,57.0%,80.0%,50.2%,84.8%,14.7,4.9,2003,serve,,,,,
8,Andre Agassi,280.2,62.2%,74.1%,55.2%,85.6%,5.5,2.4,2003,serve,,,,,
9,Mardy Fish,276.8,53.3%,79.9%,51.2%,85.3%,11.0,3.9,2003,serve,,,,,
10,Martin Verkerk,276.5,58.3%,77.4%,49.8%,82.7%,14.1,5.8,2003,serve,,,,,
11,Guillermo Coria,274.5,66.4%,69.2%,55.9%,82.0%,2.8,1.8,2003,serve,,,,,
12,Gustavo Kuerten,274.2,55.5%,76.2%,52.2%,83.8%,8.5,2.0,2003,serve,,,,,
13,Juan Carlos Ferrero,273.8,60.0%,72.8%,55.0%,83.3%,5.6,2.9,2003,serve,,,,,
14,Feliciano Lopez,273.8,58.0%,74.6%,52.9%,83.4%,8.4,3.5,2003,serve,,,,,
15,Robby Ginepri,272.7,60.8%,71.4%,53.7%,82.3%,7.6,3.1,2003,serve,,,,,
16,Taylor Dent,271.7,55.7%,78.0%,52.1%,83.7%,8.5,6.3,2003,serve,,,,,
17,Antony Dupuis,271.4,58.4%,73.3%,52.6%,81.2%,8.6,2.7,2003,serve,,,,,
18,Sjeng Schalken,270.0,67.6%,68.3%,54.8%,78.6%,2.7,2.0,2003,serve,,,,,
19,Sebastien Grosjean,269.3,52.4%,74.7%,54.6%,82.4%,6.9,1.7,2003,serve,,,,,
20,Carlos Moya,268.9,54.9%,74.8%,52.8%,83.1%,6.5,3.2,2003,serve,,,,,
21,Fernando Gonzalez,268.3,59.9%,73.3%,51.6%,81.3%,7.2,5.0,2003,serve,,,,,
22,Wayne Ferreira,268.2,57.4%,73.4%,51.0%,81.4%,7.5,2.5,2003,serve,,,,,
23,Radek Stepanek,268.0,61.4%,73.1%,49.7%,79.8%,7.0,3.0,2003,serve,,,,,
24,Paradorn Srichaphan,267.8,55.7%,75.3%,52.9%,80.9%,6.4,3.4,2003,serve,,,,,
25,Raemon Sluiter,266.9,61.1%,71.4%,51.0%,79.7%,7.0,3.3,2003,serve,,,,,
26,Jonas Bjorkman,266.5,57.8%,73.8%,51.0%,81.3%,5.5,2.9,2003,serve,,,,,
27,Jan-Michael Gambill,265.7,56.5%,75.3%,47.8%,79.2%,10.0,3.1,2003,serve,,,,,
28,Jiri Novak,265.0,65.4%,68.8%,51.3%,78.1%,3.7,2.3,2003,serve,,,,,
29,Albert Costa,264.6,60.9%,70.3%,51.3%,78.7%,6.1,2.7,2003,serve,,,,,
30,Kenneth Carlsen,264.5,58.6%,73.2%,49.6%,77.7%,8.3,2.9,2003,serve,,,,,
31,Lleyton Hewitt,263.7,51.6%,75.2%,53.5%,81.2%,6.2,4.0,2003,serve,,,,,
32,Tim Henman,262.8,58.9%,72.6%,50.9%,79.3%,4.8,3.7,2003,serve,,,,,
33,Mario Ancic,262.1,58.1%,71.9%,49.9%,78.1%,8.4,4.3,2003,serve,,,,,
34,Jarkko Nieminen,261.3,67.8%,66.1%,50.8%,75.2%,3.1,1.7,2003,serve,,,,,
35,Rainer Schuettler,261.0,60.0%,69.8%,52.8%,77.6%,3.5,2.7,2003,serve,,,,,
36,Hicham Arazi,260.6,59.8%,69.7%,52.8%,76.8%,3.0,1.5,2003,serve,,,,,
37,Dominik Hrbaty,260.5,60.0%,71.2%,50.5%,77.3%,4.5,3.0,2003,serve,,,,,
38,Tommy Robredo,260.5,68.8%,66.3%,50.3%,75.3%,2.7,2.9,2003,serve,,,,,
39,Nicolas Lapentti,260.2,61.7%,68.9%,50.2%,76.7%,4.9,2.2,2003,serve,,,,,
40,Sargis Sargsian,259.9,61.6%,69.4%,50.9%,77.3%,4.1,3.4,2003,serve,,,,,
41,Nicolas Massu,259.5,60.6%,69.9%,50.3%,77.5%,4.2,3.0,2003,serve,,,,,
42,Arnaud Clement,259.3,56.0%,71.9%,51.0%,77.3%,5.4,2.3,2003,serve,,,,,
43,Hyung-Taik Lee,258.9,63.6%,68.0%,51.4%,74.4%,3.5,2.0,2003,serve,,,,,
44,Agustin Calleri,258.7,53.3%,75.8%,48.3%,78.4%,6.8,3.9,2003,serve,,,,,
45,Xavier Malisse,258.4,52.3%,74.1%,51.2%,75.5%,8.5,3.2,2003,serve,,,,,
46,James Blake,258.3,60.4%,70.5%,49.6%,75.7%,5.0,2.9,2003,serve,,,,,
47,Luis Horna,258.2,66.8%,67.7%,47.8%,75.5%,3.5,3.1,2003,serve,,,,,
48,Thomas Enqvist,257.9,54.1%,75.1%,48.3%,77.3%,8.2,5.1,2003,serve,,,,,
49,Nikolay Davydenko,256.7,66.7%,64.3%,52.3%,72.8%,2.9,2.3,2003,serve,,,,,
50,Mariano Zabaleta,256.2,60.0%,68.8%,51.3%,75.7%,3.1,2.7,2003,serve,,,,,
1,Guillermo Coria,,,,,,,,2003,return,180.7,40.1%,53.2%,38.8%,48.6%
2,Andre Agassi,,,,,,,,2003,return,171.5,36.1%,54.3%,34.5%,46.6%
3,Lleyton Hewitt,,,,,,,,2003,return,170.8,35.6%,55.0%,34.5%,45.7%
4,Filippo Volandri,,,,,,,,2003,return,169.8,38.0%,52.2%,32.9%,46.7%
5,David Nalbandian,,,,,,,,2003,return,168.7,34.0%,55.1%,32.7%,46.9%
6,Rainer Schuettler,,,,,,,,2003,return,165.0,35.2%,52.9%,31.7%,45.2%
7,Jean-Rene Lisnard,,,,,,,,2003,return,164.9,36.5%,53.3%,30.5%,44.6%
8,Vincent Spadea,,,,,,,,2003,return,164.1,34.0%,51.3%,28.9%,49.9%
9,Nicolas Massu,,,,,,,,2003,return,161.7,33.7%,51.8%,30.4%,45.8%
10,James Blake,,,,,,,,2003,return,161.4,34.6%,52.3%,28.5%,46.0%
11,Flavio Saretta,,,,,,,,2003,return,161.2,36.1%,51.6%,30.5%,43.0%
12,David Sanchez,,,,,,,,2003,return,160.0,34.3%,53.8%,30.5%,41.4%
13,Karol Kucera,,,,,,,,2003,return,159.3,34.2%,52.0%,27.8%,45.3%
14,Sjeng Schalken,,,,,,,,2003,return,159.0,33.0%,51.6%,28.2%,46.2%
15,Juan Carlos Ferrero,,,,,,,,2003,return,158.2,34.1%,51.8%,30.3%,42.0%
16,Gaston Gaudio,,,,,,,,2003,return,158.2,35.3%,51.1%,30.3%,41.5%
17,Yevgeny Kafelnikov,,,,,,,,2003,return,158.2,34.6%,53.0%,29.3%,41.3%
18,Tim Henman,,,,,,,,2003,return,157.6,36.3%,48.1%,27.4%,45.8%
19,Tommy Robredo,,,,,,,,2003,return,157.4,34.7%,52.8%,27.7%,42.2%
20,Roger Federer,,,,,,,,2003,return,156.9,34.9%,52.3%,29.1%,40.6%
21,Olivier Mutis,,,,,,,,2003,return,156.9,33.4%,49.6%,26.5%,47.4%
22,Jiri Novak,,,,,,,,2003,return,156.7,34.6%,51.5%,28.1%,42.5%
23,Franco Squillari,,,,,,,,2003,return,156.7,36.4%,51.3%,27.2%,41.8%
24,Felix Mantilla,,,,,,,,2003,return,156.4,31.8%,52.1%,26.5%,46.0%
25,Sargis Sargsian,,,,,,,,2003,return,156.2,34.0%,51.1%,28.0%,43.1%
26,David Ferrer,,,,,,,,2003,return,155.5,33.5%,51.0%,25.9%,45.1%
27,Juan Ignacio Chela,,,,,,,,2003,return,155.3,35.3%,50.4%,28.6%,41.0%
28,Mariano Zabaleta,,,,,,,,2003,return,155.1,36.2%,49.9%,28.3%,40.7%
29,Carlos Moya,,,,,,,,2003,return,154.5,35.8%,50.8%,27.0%,40.9%
30,Agustin Calleri,,,,,,,,2003,return,154.2,32.3%,52.6%,27.1%,42.2%
31,Jarkko Nieminen,,,,,,,,2003,return,153.8,33.0%,52.6%,27.4%,40.8%
32,Nikolay Davydenko,,,,,,,,2003,return,152.4,33.1%,52.2%,27.4%,39.7%
33,Arnaud Clement,,,,,,,,2003,return,152.2,33.9%,51.9%,26.9%,39.5%
34,Mikhail Youzhny,,,,,,,,2003,return,151.0,32.3%,51.0%,27.7%,40.0%
35,Olivier Rochus,,,,,,,,2003,return,150.9,31.5%,50.9%,25.6%,42.9%
36,Taylor Dent,,,,,,,,2003,return,150.7,33.5%,50.0%,24.1%,43.1%
37,Fabrice Santoro,,,,,,,,2003,return,150.6,34.8%,49.5%,27.1%,39.2%
38,Fernando Gonzalez,,,,,,,,2003,return,150.4,33.0%,48.2%,23.9%,45.3%
39,Alberto Martin,,,,,,,,2003,return,149.8,33.4%,48.9%,24.5%,43.0%
40,Paul-Henri Mathieu,,,,,,,,2003,return,149.6,31.7%,51.0%,25.8%,41.1%
41,Dominik Hrbaty,,,,,,,,2003,return,149.0,30.5%,50.8%,25.1%,42.6%
42,Stefan Koubek,,,,,,,,2003,return,148.9,32.9%,50.7%,25.1%,40.2%
43,Paradorn Srichaphan,,,,,,,,2003,return,147.7,29.4%,50.5%,23.1%,44.7%
44,Jonas Bjorkman,,,,,,,,2003,return,147.6,31.5%,51.3%,23.3%,41.5%
45,Robby Ginepri,,,,,,,,2003,return,147.0,28.7%,51.7%,25.3%,41.3%
46,Nicolas Lapentti,,,,,,,,2003,return,146.6,33.3%,49.1%,22.2%,42.0%
47,Albert Costa,,,,,,,,2003,return,146.4,36.7%,48.0%,22.3%,39.4%
48,Hicham Arazi,,,,,,,,2003,return,146.1,30.4%,52.1%,23.8%,39.8%
49,Gustavo Kuerten,,,,,,,,2003,return,145.6,32.4%,50.0%,24.0%,39.2%
50,Michel Kratochvil,,,,,,,,2003,return,145.2,32.3%,49.1%,21.9%,41.9%
1,Wayne Arthurs,294.5,57.5%,81.5%,53.7%,90.0%,17.1,5.3,2002,serve,,,,,
2,Greg Rusedski,291.7,60.4%,80.2%,54.8%,88.5%,11.9,4.1,2002,serve,,,,,
3,Andy Roddick,288.0,61.1%,78.6%,54.1%,87.6%,9.2,2.6,2002,serve,,,,,
4,Pete Sampras,286.1,58.9%,78.6%,52.3%,87.2%,14.5,5.4,2002,serve,,,,,
5,Andre Agassi,282.4,62.5%,74.6%,55.5%,86.7%,5.8,2.7,2002,serve,,,,,
6,Ivan Ljubicic,279.9,56.8%,77.2%,51.7%,84.1%,13.5,3.4,2002,serve,,,,,
7,Younes El Aynaoui,279.8,63.5%,74.3%,52.9%,83.6%,8.5,3.0,2002,serve,,,,,
8,Roger Federer,278.7,59.9%,75.5%,53.6%,85.7%,6.6,2.6,2002,serve,,,,,
9,Max Mirnyi,278.0,63.8%,74.0%,51.9%,82.8%,8.5,3.0,2002,serve,,,,,
10,Gustavo Kuerten,277.8,56.4%,76.5%,52.7%,85.0%,8.9,1.7,2002,serve,,,,,
11,Todd Martin,277.0,61.2%,75.8%,50.4%,83.8%,9.7,3.9,2002,serve,,,,,
12,Jan-Michael Gambill,273.7,55.3%,77.1%,50.8%,82.2%,11.3,3.0,2002,serve,,,,,
13,Marat Safin,273.7,57.7%,74.5%,52.3%,83.0%,8.3,2.1,2002,serve,,,,,
14,Feliciano Lopez,271.7,59.4%,74.8%,49.4%,82.5%,9.9,4.3,2002,serve,,,,,
15,Jiri Novak,270.8,66.1%,69.3%,52.8%,80.4%,4.0,1.8,2002,serve,,,,,
16,Carlos Moya,270.5,60.2%,73.8%,51.6%,82.5%,4.8,2.4,2002,serve,,,,,
17,Fernando Gonzalez,270.0,58.8%,75.7%,49.4%,83.7%,8.4,6.0,2002,serve,,,,,
18,Paradorn Srichaphan,269.0,55.5%,75.1%,53.2%,81.6%,6.9,3.3,2002,serve,,,,,
19,Wayne Ferreira,268.8,52.5%,75.8%,51.5%,81.9%,10.4,3.3,2002,serve,,,,,
20,Tommy Haas,268.4,55.2%,75.6%,52.2%,81.6%,8.5,4.7,2002,serve,,,,,
21,Guillermo Canas,268.2,59.4%,71.7%,54.0%,80.7%,5.1,2.7,2002,serve,,,,,
22,Albert Costa,268.1,63.3%,69.8%,53.1%,79.1%,4.4,1.6,2002,serve,,,,,
23,Andrei Pavel,267.9,64.6%,69.6%,51.7%,79.2%,4.8,2.0,2002,serve,,,,,
24,Thomas Johansson,266.9,52.4%,76.2%,51.4%,81.2%,8.6,2.9,2002,serve,,,,,
25,Tim Henman,266.7,63.5%,69.5%,52.3%,80.4%,3.3,2.3,2002,serve,,,,,
26,Sjeng Schalken,266.4,67.2%,69.3%,51.0%,78.7%,3.2,3.0,2002,serve,,,,,
27,Taylor Dent,266.3,59.9%,72.6%,51.6%,79.6%,7.1,4.5,2002,serve,,,,,
28,Marcelo Rios,266.2,60.5%,69.8%,52.6%,80.6%,5.5,2.8,2002,serve,,,,,
29,Julien Boutter,265.9,56.4%,74.0%,51.2%,80.1%,10.2,6.0,2002,serve,,,,,
30,Juan Carlos Ferrero,265.3,60.4%,70.6%,52.7%,79.4%,5.0,2.8,2002,serve,,,,,
31,Nicolas Escude,264.9,58.5%,74.6%,49.7%,78.7%,7.8,4.4,2002,serve,,,,,
32,Radek Stepanek,263.8,58.6%,73.3%,48.7%,79.0%,7.1,2.9,2002,serve,,,,,
33,Gaston Gaudio,263.2,62.5%,69.4%,52.3%,77.8%,4.0,2.8,2002,serve,,,,,
34,Paul-Henri Mathieu,262.7,51.6%,73.6%,53.8%,80.7%,5.8,2.8,2002,serve,,,,,
35,Kristian Pless,262.7,61.8%,68.8%,52.1%,77.3%,5.9,3.2,2002,serve,,,,,
36,Antony Dupuis,261.8,60.9%,70.6%,49.6%,77.2%,6.6,3.1,2002,serve,,,,,
37,Lleyton Hewitt,261.6,51.0%,74.2%,53.1%,80.2%,7.1,4.0,2002,serve,,,,,
38,Nicolas Lapentti,261.4,59.1%,72.8%,48.5%,76.8%,6.7,2.5,2002,serve,,,,,
39,Sebastien Grosjean,261.3,55.0%,71.2%,52.6%,79.1%,4.8,1.4,2002,serve,,,,,
40,Xavier Malisse,261.0,56.5%,72.1%,51.0%,77.4%,6.6,2.6,2002,serve,,,,,
41,Alex Corretja,260.6,56.7%,70.7%,53.0%,79.1%,4.2,3.1,2002,serve,,,,,
42,Agustin Calleri,260.3,57.1%,72.8%,50.8%,78.2%,4.7,3.3,2002,serve,,,,,
43,James Blake,259.8,59.3%,69.7%,50.2%,78.7%,4.4,2.5,2002,serve,,,,,
44,Jonas Bjorkman,259.1,57.8%,71.2%,50.8%,77.1%,5.0,2.8,2002,serve,,,,,
45,Yevgeny Kafelnikov,258.7,53.5%,74.8%,50.1%,78.4%,6.7,4.8,2002,serve,,,,,
46,Guillermo Coria,258.4,63.8%,67.3%,51.6%,74.2%,3.4,1.9,2002,serve,,,,,
47,Nicolas Massu,258.3,58.7%,70.7%,50.3%,77.2%,4.6,3.2,2002,serve,,,,,
48,Juan Ignacio Chela,258.1,55.1%,71.9%,52.4%,77.3%,4.7,3.3,2002,serve,,,,,
49,Mikhail Youzhny,257.8,64.2%,67.1%,50.0%,76.3%,2.7,2.5,2002,serve,,,,,
50,Arnaud Clement,257.7,58.1%,69.9%,51.1%,76.9%,4.5,2.8,2002,serve,,,,,
1,Lleyton Hewitt,,,,,,,,2002,return,163.7,34.5%,54.4%,33.1%,41.7%
2,Jiri Novak,,,,,,,,2002,return,162.9,31.8%,53.3%,30.9%,46.9%
3,Guillermo Coria,,,,,,,,2002,return,162.8,33.9%,54.2%,31.8%,42.9%
4,Gaston Gaudio,,,,,,,,2002,return,162.3,32.3%,55.0%,30.4%,44.6%
5,Rainer Schuettler,,,,,,,,2002,return,160.6,33.5%,52.5%,29.0%,45.6%
6,Olivier Rochus,,,,,,,,2002,return,160.5,30.7%,55.4%,28.0%,46.4%
7,Andre Agassi,,,,,,,,2002,return,160.0,32.9%,53.5%,31.2%,42.4%
8,Sebastien Grosjean,,,,,,,,2002,return,158.9,32.4%,53.6%,29.6%,43.3%
9,Alex Corretja,,,,,,,,2002,return,158.5,33.9%,52.6%,30.6%,41.4%
10,Mikhail Youzhny,,,,,,,,2002,return,158.0,30.7%,53.6%,29.1%,44.6%
11,Tim Henman,,,,,,,,2002,return,157.8,33.3%,51.0%,29.8%,43.7%
12,Thomas Enqvist,,,,,,,,2002,return,157.3,30.1%,52.9%,27.9%,46.4%
13,Nicolas Massu,,,,,,,,2002,return,157.3,32.3%,52.2%,30.0%,42.8%
14,Andrei Pavel,,,,,,,,2002,return,155.7,32.8%,51.9%,28.2%,42.8%
15,David Sanchez,,,,,,,,2002,return,155.2,33.6%,49.9%,28.4%,43.3%
16,Juan Ignacio Chela,,,,,,,,2002,return,155.0,33.1%,51.2%,28.0%,42.7%
17,Arnaud Clement,,,,,,,,2002,return,154.5,30.7%,53.4%,28.2%,42.2%
18,David Nalbandian,,,,,,,,2002,return,154.4,30.2%,54.2%,27.1%,42.9%
19,Lars Burgsmuller,,,,,,,,2002,return,153.2,32.6%,49.8%,26.4%,44.4%
